date,usd_news_volume,eur_news_volume,gbp_news_volume,jpy_news_volume
2015-10-15,12.3366,13.5933,7.1368,0.0
2015-10-16,9.4403,1.2478,17.5111,9.5857
2015-10-17,11.652,10.2621,13.4497,15.8583
2015-10-18,13.7249,9.9445,7.9034,23.1095
2015-10-19,5.4752,13.3405,6.412,0.2972
2015-10-20,6.0403,13.701,14.2281,16.773
2015-10-21,14.5267,12.7152,6.0878,10.6558
2015-10-22,9.0047,12.5792,4.2179,9.6645
2015-10-23,3.7686,2.8368,10.2009,15.6128
2015-10-24,19.2635,16.5084,14.7808,17.5693
2015-10-25,16.302,14.1396,17.6886,16.7673
2015-10-26,12.426,12.5961,9.5508,9.5731
2015-10-27,11.7001,7.9759,10.9501,6.1346
2015-10-28,2.9114,5.1317,4.8949,6.914
2015-10-29,4.6362,10.1417,8.5958,3.8596
2015-10-30,11.799,12.4434,3.4257,7.8397
2015-10-31,17.8173,11.4237,21.2076,3.0858
2015-11-01,14.661,14.4601,11.5941,16.9107
2015-11-02,7.3983,1.5195,12.4559,6.203
2015-11-03,13.7303,0.0,6.1739,5.6609
2015-11-04,5.7029,9.6631,9.6708,9.7596
2015-11-05,10.7708,11.0799,5.5605,0.8675
2015-11-06,6.0455,8.3668,1.9764,16.7028
2015-11-07,13.6771,5.0177,6.0417,14.2516
2015-11-08,20.2593,13.0112,9.4888,14.0362
2015-11-09,14.1611,0.0,8.4144,5.207
2015-11-10,12.4292,15.2102,9.4211,8.4814
2015-11-11,15.936,3.9783,14.4605,16.3434
2015-11-12,12.6543,18.8263,10.3205,17.7289
2015-11-13,18.284,19.6036,10.4644,19.1464
2015-11-14,13.2141,10.2625,7.5519,17.4975
2015-11-15,16.3863,9.1015,17.1658,12.9728
2015-11-16,11.613,14.0156,19.1797,5.0129
2015-11-17,13.6733,8.9667,19.52,12.1831
2015-11-18,13.4584,10.9951,14.0323,9.3033
2015-11-19,6.5819,8.2589,13.8657,15.917
2015-11-20,19.0683,0.0,17.0945,10.1533
2015-11-21,9.7354,3.6131,16.4259,22.827
2015-11-22,8.6945,15.8989,17.9961,20.7529
2015-11-23,14.6009,6.0025,7.2064,6.5279
2015-11-24,13.1901,6.4664,2.4216,0.2562
2015-11-25,11.3463,11.705,4.8065,15.1536
2015-11-26,17.9072,20.6327,14.7197,21.5624
2015-11-27,8.0693,6.7678,8.4344,1.2995
2015-11-28,10.2792,13.0625,24.3969,22.3117
2015-11-29,15.1445,17.2662,15.1719,16.6761
2015-11-30,6.1179,2.7191,15.398,10.3072
2015-12-01,12.3943,8.6345,5.3433,15.5926
2015-12-02,8.4693,11.9641,7.6462,15.928
2015-12-03,8.0683,15.5969,5.5507,15.4524
2015-12-04,6.1021,0.0,3.9974,10.0751
2015-12-05,16.8301,10.9587,17.4004,17.8474
2015-12-06,11.9468,10.3741,14.8033,12.7652
2015-12-07,4.9983,9.6089,13.8241,8.8339
2015-12-08,12.7208,13.9061,12.4086,6.9908
2015-12-09,15.46,21.7188,12.4729,12.57
2015-12-10,11.3334,11.3933,24.6096,12.0349
2015-12-11,18.379,18.2463,20.2647,17.5577
2015-12-12,15.9257,20.5138,20.5805,15.4492
2015-12-13,7.525,16.2483,12.7594,13.1456
2015-12-14,11.4399,24.8155,22.0252,20.9884
2015-12-15,12.4649,17.5007,20.6972,7.9455
2015-12-16,10.7886,6.0703,12.8983,11.2891
2015-12-17,14.8788,6.6586,1.5519,13.982
2015-12-18,23.094,7.9596,15.8085,14.1641
2015-12-19,19.0538,18.0757,20.9178,13.9035
2015-12-20,13.9658,20.7084,17.4029,6.8392
2015-12-21,12.9029,22.2448,15.2272,14.7803
2015-12-22,5.1301,14.3583,1.5315,13.3808
2015-12-23,8.6498,14.5565,5.1401,11.21
2015-12-24,7.5302,6.0734,11.0303,14.1671
2015-12-25,16.3791,8.9834,16.8174,15.7731
2015-12-26,10.6293,19.0159,20.8388,17.1589
2015-12-27,17.3622,16.8539,14.0411,15.5459
2015-12-28,18.2279,11.1015,12.5934,14.002
2015-12-29,8.892,11.3726,9.5176,1.5496
2015-12-30,13.0895,12.6968,6.1462,6.613
2015-12-31,15.7825,18.7508,1.0528,20.2662
2016-01-01,12.7594,21.2404,16.9205,2.4633
2016-01-02,15.8859,17.4866,15.6352,14.0646
2016-01-03,14.8284,18.9945,11.6746,20.6268
2016-01-04,16.2056,18.2875,7.6213,15.2509
2016-01-05,10.0031,11.5623,17.0168,11.8431
2016-01-06,15.6902,19.3505,14.238,16.2147
2016-01-07,24.04,14.5775,24.3343,19.7844
2016-01-08,31.5521,29.5659,33.6166,24.4506
2016-01-09,19.5618,8.7929,4.0583,11.3486
2016-01-10,25.5314,16.1945,11.2675,20.3088
2016-01-11,16.7751,16.3861,19.5649,27.7282
2016-01-12,22.4853,20.8907,25.3979,17.4568
2016-01-13,22.7794,21.6931,13.6807,14.9302
2016-01-14,31.085,12.1622,29.8153,17.5167
2016-01-15,20.2685,26.4135,24.9893,23.39
2016-01-16,10.5669,11.8759,14.2855,17.2932
2016-01-17,11.7685,19.1712,13.7752,9.7254
2016-01-18,4.146,14.7721,12.5841,10.9197
2016-01-19,20.3624,24.9683,28.2317,25.5445
2016-01-20,21.2893,20.2971,19.7424,29.7795
2016-01-21,24.6133,20.9147,25.5884,20.7533
2016-01-22,19.6558,15.6538,16.0261,11.2809
2016-01-23,24.1463,19.049,10.9548,31.1861
2016-01-24,19.5176,23.1524,27.6953,18.682
2016-01-25,17.5234,16.382,22.5031,19.0729
2016-01-26,13.6724,23.5488,21.2308,22.5097
2016-01-27,21.4535,8.1455,24.6828,18.3716
2016-01-28,11.4546,12.0848,10.949,22.3915
2016-01-29,24.1947,10.2435,23.7988,15.8344
2016-01-30,20.6627,8.0029,2.2207,15.2218
2016-01-31,12.4196,6.8475,10.9216,14.1976
2016-02-01,6.1726,16.8033,12.4431,7.5014
2016-02-02,24.2269,16.3872,20.3661,27.148
2016-02-03,16.4361,18.9059,18.1024,12.3012
2016-02-04,23.4562,20.7195,16.4331,10.467
2016-02-05,11.3888,20.6891,19.301,18.2967
2016-02-06,11.7686,18.0543,9.8753,9.9581
2016-02-07,14.7917,14.4178,7.2793,14.5069
2016-02-08,23.1581,16.9882,26.5557,26.362
2016-02-09,21.407,28.9464,27.1259,28.6339
2016-02-10,26.4317,20.3719,31.2399,27.3911
2016-02-11,20.4947,21.1548,21.8827,24.3046
2016-02-12,21.3955,21.2178,25.5715,22.3554
2016-02-13,15.3669,10.2014,13.3469,16.8049
2016-02-14,17.3377,12.6783,20.7178,5.9765
2016-02-15,18.3235,16.4857,19.8753,17.6184
2016-02-16,14.7303,22.0952,21.4095,13.067
2016-02-17,10.2356,13.417,16.2085,28.1079
2016-02-18,23.3836,14.5567,21.7999,14.9727
2016-02-19,17.1476,20.8577,18.7206,14.5617
2016-02-20,11.023,17.2475,11.3433,10.9169
2016-02-21,22.5212,25.1408,8.1265,11.6156
2016-02-22,14.5009,19.8231,12.4798,25.293
2016-02-23,21.9944,21.8194,23.675,20.7997
2016-02-24,16.082,8.805,21.4768,7.9984
2016-02-25,23.8591,17.3747,7.9938,21.0765
2016-02-26,23.2838,14.2416,8.6683,20.4733
2016-02-27,13.5206,12.0106,21.1389,13.3594
2016-02-28,19.6233,15.6055,9.0873,16.2989
2016-02-29,18.7401,20.2393,18.0597,15.4385
2016-03-01,18.4815,14.1425,8.558,21.5012
2016-03-02,5.9844,6.4166,18.8942,6.8275
2016-03-03,13.709,13.991,6.4266,11.0088
2016-03-04,15.7884,7.3083,16.2131,8.3555
2016-03-05,5.9718,15.8489,15.6898,7.6003
2016-03-06,8.8492,13.2487,16.0264,25.7237
2016-03-07,0.9663,10.0681,1.3109,5.2546
2016-03-08,11.6101,16.7884,1.9426,14.0578
2016-03-09,16.0962,7.3075,11.4057,3.805
2016-03-10,19.626,21.8402,13.3487,10.1189
2016-03-11,10.3773,0.9014,4.3808,12.1166
2016-03-12,22.9085,11.7771,9.322,10.6418
2016-03-13,7.865,16.6165,17.5728,17.6995
2016-03-14,2.0609,13.4994,13.3921,9.2326
2016-03-15,10.1913,9.9667,9.7804,16.2695
2016-03-16,9.8741,7.6668,11.8548,14.7626
2016-03-17,7.0425,9.2587,1.335,4.2723
2016-03-18,0.0,5.4796,4.8553,7.0186
2016-03-19,14.3199,21.7314,23.0049,15.6827
2016-03-20,8.2431,18.9622,15.1071,17.8622
2016-03-21,9.6706,10.6864,6.9538,6.3941
2016-03-22,8.6719,2.0081,18.3686,7.7899
2016-03-23,3.1864,7.4888,0.8891,6.6688
2016-03-24,5.0445,6.1115,11.596,8.1901
2016-03-25,9.4694,9.7375,23.0854,21.2552
2016-03-26,14.4521,16.5663,13.1412,17.9959
2016-03-27,19.5412,12.0772,19.0636,18.2717
2016-03-28,3.365,11.5707,3.3836,11.909
2016-03-29,8.8832,1.0121,2.9294,5.594
2016-03-30,3.3582,14.6047,7.9343,7.6037
2016-03-31,2.5754,2.0581,10.5326,1.1139
2016-04-01,4.8489,6.4806,10.9888,11.7281
2016-04-02,9.5893,18.7248,22.6136,0.8507
2016-04-03,11.9972,11.9123,14.4282,14.3297
2016-04-04,0.7815,11.0332,12.739,12.4754
2016-04-05,18.362,2.3925,6.8269,1.7191
2016-04-06,6.9064,13.9907,11.2406,8.729
2016-04-07,6.0459,9.6153,10.582,6.1407
2016-04-08,9.5267,5.4748,10.6852,6.6128
2016-04-09,14.2038,13.2696,16.883,19.4952
2016-04-10,13.6606,18.8101,6.7419,15.7557
2016-04-11,12.7513,6.7582,4.0599,0.0
2016-04-12,11.551,4.0166,8.2761,2.8813
2016-04-13,3.7377,5.2825,0.0,11.2669
2016-04-14,3.348,0.3422,10.3831,8.4718
2016-04-15,4.7158,15.1938,10.4489,14.8318
2016-04-16,3.2559,11.9335,16.4013,23.1787
2016-04-17,7.1895,18.9235,9.1598,13.0542
2016-04-18,12.5584,6.7713,12.6247,18.2402
2016-04-19,13.7993,0.6518,15.7605,5.6968
2016-04-20,4.3836,5.599,6.3642,0.8155
2016-04-21,9.4226,10.4598,9.0924,3.3716
2016-04-22,7.1035,4.6059,6.5559,0.0
2016-04-23,30.1599,20.731,17.4173,22.8006
2016-04-24,20.3633,19.873,14.1677,22.7393
2016-04-25,6.0769,11.3111,6.5437,1.639
2016-04-26,1.7757,4.2551,11.082,5.4139
2016-04-27,0.0,0.8958,18.0232,6.7731
2016-04-28,9.2838,5.1985,1.2661,3.4647
2016-04-29,5.1373,9.9003,8.4,0.1436
2016-04-30,7.6542,17.4944,8.8632,13.7137
2016-05-01,11.5326,3.9076,22.7256,13.1601
2016-05-02,2.1246,7.4917,4.5936,5.5902
2016-05-03,17.2188,9.5736,1.5671,9.8967
2016-05-04,13.8032,8.0072,12.5859,16.5426
2016-05-05,9.1648,15.661,17.9262,7.6892
2016-05-06,14.9864,9.6956,10.9047,8.4389
2016-05-07,15.1523,21.3164,15.7895,18.3998
2016-05-08,10.459,13.6857,16.8112,17.5362
2016-05-09,14.9984,12.0701,14.4569,4.3106
2016-05-10,8.7992,14.28,1.7337,6.5866
2016-05-11,2.3597,14.1044,6.9867,10.2836
2016-05-12,6.2135,1.7045,4.9017,1.5234
2016-05-13,3.6437,6.7534,2.1824,14.3394
2016-05-14,7.8515,13.0396,13.1236,21.9234
2016-05-15,19.3964,17.2117,20.3041,11.1516
2016-05-16,17.0794,10.9641,10.3653,8.5006
2016-05-17,1.7495,4.5479,11.9639,11.9537
2016-05-18,12.0739,9.5982,9.9914,6.5309
2016-05-19,6.5224,0.0,12.3923,12.1837
2016-05-20,5.8037,15.449,4.2363,9.0556
2016-05-21,11.8035,12.2036,13.2179,7.4259
2016-05-22,10.4455,15.0448,15.7255,17.0613
2016-05-23,9.3249,7.534,10.4698,3.5815
2016-05-24,3.024,12.9089,8.7797,11.8748
2016-05-25,7.8241,0.0,5.7801,3.1157
2016-05-26,5.5816,5.7497,3.9456,5.0263
2016-05-27,4.2165,4.8822,21.2001,12.2727
2016-05-28,10.2276,12.4973,19.2994,17.2474
2016-05-29,11.8816,23.3966,16.8312,9.3681
2016-05-30,18.5424,10.3288,13.5994,9.6909
2016-05-31,9.3707,10.7251,4.61,3.8696
2016-06-01,1.9919,8.6609,6.2257,8.8529
2016-06-02,6.6014,12.4123,7.5688,7.8962
2016-06-03,9.6441,2.5512,0.0,1.6716
2016-06-04,6.4184,11.1006,6.9185,8.9294
2016-06-05,17.4823,20.2458,11.5811,16.1734
2016-06-06,2.8188,8.2585,7.1676,5.2226
2016-06-07,9.5287,0.0,5.4794,17.4618
2016-06-08,2.9002,4.02,14.1071,6.8995
2016-06-09,0.0,9.4098,0.0659,16.5492
